Date, Title, Note, Hyperlink, Espanol, NIOSH Number, NTIS Number, Other Number, Category
Jan 2015,"NIOSH Youth@Work-Talking Safety Curriculum for South Carolina","",https://www.cdc.gov/niosh/talkingsafety/states/SC/2015-155/,,2015-155,,,
Jan 2015,"NIOSH Youth@Work-Talking Safety Curriculum for New Mexico","",https://www.cdc.gov/niosh/talkingsafety/states/NM/2015-149/,,2015-149,,,
Jan 2015,"NIOSH Youth@Work-Talking Safety Curriculum for Nebraska","",https://www.cdc.gov/niosh/talkingsafety/states/NE/2015-145/,,2015-145,,,
Jan 2015,"NIOSH Youth@Work-Talking Safety Curriculum for Missouri","",https://www.cdc.gov/niosh/talkingsafety/states/MO/2015-144/,,2015-144,,,
Jan 2015,"NIOSH Youth@Work-Talking Safety Curriculum for Louisiana","",https://www.cdc.gov/niosh/talkingsafety/states/LA/2015-139/,,2015-139,,,
Jan 2015,"NIOSH Youth@Work-Talking Safety Curriculum for Idaho","",https://www.cdc.gov/niosh/talkingsafety/states/ID/2015-137/,,2015-137,,,
Jan 2015,"NIOSH Youth@Work-Talking Safety Curriculum for Massachusetts","",https://www.cdc.gov/niosh/talkingsafety/states/MA/2015-136/,,2015-136,,,
Jan 2015,"NIOSH Youth@Work-Talking Safety Curriculum for Georgia","",https://www.cdc.gov/niosh/talkingsafety/states/ga/2015-127/,,2015-127,,,
Jan 2015,"NIOSH and the Mid-Air Collision Avoidance Working Group Prevent Aircraft Collisions in Alaska","",https://www.cdc.gov/niosh/docs/2015-120/,,2015-120,,,Impact
Dec 2014,"NIOSH Youth@Work-Talking Safety Curriculum for Illinois","",https://www.cdc.gov/niosh/talkingsafety/states/IL/2015-172/,,2015-172,,,
Dec 2014,"NIOSH Youth@Work-Talking Safety Curriculum for Delaware","",https://www.cdc.gov/niosh/talkingsafety/states/DE/2015-140/,,2015-140,,,
Dec 2014,"NIOSH Youth@Work-Talking Safety Curriculum for Kansas","",https://www.cdc.gov/niosh/talkingsafety/states/KS/2015-134/,,2015-134,,,
Dec 2014,"NIOSH Youth@Work-Talking Safety Curriculum for Iowa","",https://www.cdc.gov/niosh/talkingsafety/states/IA/2015-133/,,2015-133,,,
Dec 2014,"NIOSH Youth@Work-Talking Safety Curriculum for Alaska","",https://www.cdc.gov/niosh/talkingsafety/states/AK/2015-132/,,2015-132,,,
Dec 2014,"NIOSH Youth@Work-Talking Safety Curriculum for Alabama","",https://www.cdc.gov/niosh/talkingsafety/states/al/2015-130/,,2015-130,,,
Dec 2014,"NIOSH Youth@Work-Talking Safety Curriculum for Arkansas","",https://www.cdc.gov/niosh/talkingsafety/states/ar/2015-126/,,2015-126,,,
Dec 2014,"NIOSH Youth@Work-Talking Safety Curriculum for Arizona","",https://www.cdc.gov/niosh/talkingsafety/states/az/2015-123/,,2015-123,,,
Dec 2014,"NIOSH Youth@Work-Talking Safety Curriculum for Kentucky","",https://www.cdc.gov/niosh/talkingsafety/states/ky/2015-122/,,2015-122,,,
Dec 2014,"NIOSH Youth@Work-Talking Safety Curriculum for Connecticut","",https://www.cdc.gov/niosh/talkingsafety/states/ct/2015-121/,,2015-121,,,
Nov 2014,"Use of Model Farmers Proves Effective in Increasing Safety Practices Among Navajo Agricultural Workers","",https://www.cdc.gov/niosh/docs/2015-177/,,2015-177,,,
Nov 2014,"NIOSH Smart Phone Application Improves Ladder Safety to Reduce Falls","",https://www.cdc.gov/niosh/docs/2015-176/,,2015-176,,,Impact
Nov 2014,"A NIOSH-funded Research Study Improves Safety and Health of Farm Workers and Their Families","",https://www.cdc.gov/niosh/docs/2015-175/,,2015-175,,,Impact
Nov 2014,"PFD Manufacturer Adopts NIOSH Research into Product Development Process","",https://www.cdc.gov/niosh/docs/2015-119/,,2015-119,,,Impact
Nov 2014,"Online Training Helps Protect Nurses and Other Healthcare Workers from Workplace Violence","",https://www.cdc.gov/niosh/docs/2015-118/,,2015-118,,,Impact
Nov 2014,"Caring for Yourself While Caring for Others: Homecare Workers Handbook","",https://www.cdc.gov/niosh/docs/2015-103/,,2015-103,,,
Nov 2014,"Caring for Yourself While Caring for Others: Training for Homecare Workers","",https://www.cdc.gov/niosh/docs/2015-102/,,2015-102,,,
Nov 2014,"Law Enforcement Officer Motor Vehicle Safety","",https://www.cdc.gov/niosh/docs/2015-101/,,2015-101,,,
Oct 2014,"Ergonomic Solutions for Retailers","",https://www.cdc.gov/niosh/docs/2015-100/,,2015-100,PB2015-105637,,
Sep 2014,"NIOSH List of Antineoplastic and Other Hazardous Drugs in Healthcare Settings, 2014","Supersedes 2012-150, Superseded by <a href=/niosh/docs/2016-161>2016-161</a>",https://www.cdc.gov/niosh/docs/2014-138/,,2014-138,PB2015-100593,,
Aug 2014,"Quick Sleep Tips for Truck Drivers","",https://www.cdc.gov/niosh/docs/2014-150/,,2014-150,,,
Aug 2014,"NIOSH Skin Notation Profiles: Propargyl Alcohol","",https://www.cdc.gov/niosh/docs/2014-149/,,2014-149,PB2015-100603,,
Aug 2014,"NIOSH Skin Notation Profiles: Isophorone Diisocyanate","",https://www.cdc.gov/niosh/docs/2014-148/,,2014-148,,,
Aug 2014,"NIOSH Skin Notation Profiles: Phenylhydrazine","",https://www.cdc.gov/niosh/docs/2014-147/,,2014-147,PB2015-100601,,
Aug 2014,"NIOSH Skin Notation Profiles: Nitrobenzene","",https://www.cdc.gov/niosh/docs/2014-146/,,2014-146,PB2015-100600,,
Aug 2014,"NIOSH Skin Notation Profiles: Methyl Isocyanate","",https://www.cdc.gov/niosh/docs/2014-145/,,2014-145,PB2015-100599,,
Aug 2014,"NIOSH Skin Notation Profiles: Ethyl Acrylate","",https://www.cdc.gov/niosh/docs/2014-144/,,2014-144,PB2015-100598,,
Aug 2014,"NIOSH Skin Notation Profiles: Allyl Glycidyl Ether","",https://www.cdc.gov/niosh/docs/2014-143/,,2014-143,PB2015-100597,,
Aug 2014,"NIOSH Skin Notation Profiles: 2-Mercaptobenzothiazole, Sodium 2-Mercaptobenzothiazole, Zinc 2-Mercaptobenzothiazole","",https://www.cdc.gov/niosh/docs/2014-142/,,2014-142,PB2015-100596,,
Aug 2014,"NIOSH Skin Notation Profiles: 2-Ethoxyethyl Acetate","",https://www.cdc.gov/niosh/docs/2014-141/,,2014-141,PB2015-100595,,
Aug 2014,"NIOSH Skin Notation Profiles: 2-Diethylaminoethanol","",https://www.cdc.gov/niosh/docs/2014-140/,,2014-140,PB2015-100594,,
Aug 2014,"Recommended Practices, Protecting Temporary Workers","",https://www.cdc.gov/niosh/docs/2014-139/,,2014-139,,,
Jul 2014,"Health Hazard Evaluation Program: What Employees Should Know","",https://www.cdc.gov/niosh/docs/2014-136/,https://www.cdc.gov/spanish/niosh/docs/2014-136_sp/,2014-136,,,
Jul 2014,"Health Hazard Evaluation Program: What Employers Should Know","",https://www.cdc.gov/niosh/docs/2014-135/,https://www.cdc.gov/spanish/niosh/docs/2014-135_sp/,2014-135,,,
Jul 2014,"Enhanced Video Analysis of Dust Exposures (EVADE) Software Program, Version 1.0","",https://www.cdc.gov/niosh/mining/Works/coversheet1867.html,,2014-134c,,,Mining
Jul 2014,"Guidelines for Performing a Helmet-CAM Respirable Dust Survey and Conducting Subsequent Analysis with the Enhanced Video Analysis of Dust Exposures (EVADE) Software","",https://www.cdc.gov/niosh/mining/Works/coversheet1867.html,,2014-133,,RI 9696,Impact
Jul 2014,"Observation-Based Posture Assessment<br />Review of Current Practice and Recommendations for Improvement","",https://www.cdc.gov/niosh/docs/2014-131/,,2014-131,PB2014-108835,,
Jul 2014,"Buy Quiet","",https://www.cdc.gov/niosh/docs/video/2014-130/,,2014-130,,,
Jul 2014,"Buy Quiet: Hearing Loss is Preventable","",https://www.cdc.gov/niosh/docs/2014-129/,,2014-129,,,
Jul 2014,"Hearing Loss is Preventable and you can do something about it...","",https://www.cdc.gov/niosh/docs/2014-128/,https://www.cdc.gov/spanish/niosh/docs/2014-128_sp/,2014-128,,,
Jul 2014,"Buy Quiet Process","",https://www.cdc.gov/niosh/docs/2014-127/,,2014-127,,,
Jun 2014,"Preventing Worker Injuries and Deaths from Backing Construction Vehicles and Equipment at Roadway Construction Worksites","",https://www.cdc.gov/niosh/docs/wp-solutions/2014-125/,,2014-125,PB2014-106317,,Workplace Solutions
May 2014,"Commercial Fishing Morbidity and Mortality, U.S. Distant Water Tuna Fleet, 2006-2012","",https://www.cdc.gov/niosh/docs/2014-126/,,2014-126,PB2014-106318,,
May 2014,"Preventing Falls from Heights through the Design of Embedded Safety Features","",https://www.cdc.gov/niosh/docs/wp-solutions/2014-124/,https://www.cdc.gov/spanish/niosh/docs/wp-solutions/2014-124_sp/,2014-124,PB2014-106316,,Workplace Solutions
May 2014,"The State of the National Initiative on Prevention through Design","",https://www.cdc.gov/niosh/docs/2014-123/,,2014-123,PB2014-106347,,
May 2014,"NIOSH Center for Motor Vehicle Safety: Strategic Plan for Research and Prevention, 2014-2018","",https://www.cdc.gov/niosh/docs/2014-122/,,2014-122,PB2014-106270,,
May 2014,"A Summary of NIOSH Childhood Agricultural Injury Prevention Extramural Research under the Childhood Agricultural Injury Prevention Initiative: A Quindecennial (1997-2011) of Progress","",https://www.cdc.gov/niosh/docs/2014-121/,,2014-121,,,
Apr 2014,"Preventing Deaths and Injuries to Fire Fighters by Establishing Collapse Zones at Structure Fires","",https://www.cdc.gov/niosh/docs/wp-solutions/2014-120/,,2014-120,PB2014-105962,,Workplace Solutions
Apr 2014,"Bibliography of Communication and Research Products 2013","",https://www.cdc.gov/niosh/docs/2014-119/,,2014-119,,,
Mar 2014,"Investigation of Temperature Rise in Mobile Refuge Alternatives","",https://www.cdc.gov/niosh/mining/Works/coversheet1874.html,,2014-117,PB2014-106315,RI 9695,Mining
Mar 2014,"Investigation of Purging and Airlock Contamination of Mobile Refuge Alternatives","",https://www.cdc.gov/niosh/mining/Works/coversheet1873.html,,2014-116,PB2014-105051,RI 9694,Mining
Mar 2014,"Paul Revere: A Story of Survival in Bristol Bay","",https://www.cdc.gov/niosh/docs/video/2014-115/,,2014-115,,,
Feb 2014,"NIOSH Extramural Research and Training Program Annual Report of Fiscal Year 2012","",https://www.cdc.gov/niosh/docs/2014-114/,,2014-114,PB2014-104054,,
Jan 2014,"NIOSH Health Hazard Evaluations: Sampling for Exposures","",https://www.cdc.gov/niosh/docs/video/2014-118/,,2014-118,,,
Jan 2014,"Local Health Departments and the NIOSH Health Hazard Evaluation Program: Working Together","",https://www.cdc.gov/niosh/docs/2014-113/,,2014-113,,,
Jan 2014,"Hispanic-Operated Farms, 2008: Youth, Injuries, &amp; Safety","",https://www.cdc.gov/niosh/docs/2014-112/,,2014-112,,,
Jan 2014,"Racial Minority-Operated Farms, 2008: Youth, Injuries, &amp; Safety","",https://www.cdc.gov/niosh/docs/2014-111/,,2014-111,,,
Jan 2014,"Workers&#39; Compensation Insurance: A Primer for Public Health","",https://www.cdc.gov/niosh/docs/2014-110/,,2014-110,PB2014-103075,,
Jan 2014,"NIOSH Youth@Work-Talking Safety Curriculum for California","",,,2014-109,,,
Dec 2013,"Preventing Falls through the Design of Roof Parapets","",https://www.cdc.gov/niosh/docs/2014-108/,,2014-108,PB2014-103074,,Workplace Solutions
Dec 2013,"Live to be Salty Posters","",https://www.cdc.gov/niosh/docs/2014-107/,,2014-107,,,
Dec 2013,"Protecting the Nanotechnology Workforce","",https://www.cdc.gov/niosh/docs/2014-106/,,2014-106,PB2014-103073,,
Dec 2013,"Impact on Respirable Dust Levels When Operating a Flooded-bed Scrubber in 20-foot Cuts","",https://www.cdc.gov/niosh/mining/Works/coversheet1872.html,,2014-105,PB2014-103072,RI 9693,Mining
Nov 2013,"Flu Poster for Those Who Work in Child Care Settings","",https://www.cdc.gov/niosh/docs/2014-104/,,2014-104,,,
Nov 2013,"Common Misconceptions About the Flu Among People Who Work in Child Care Settings","",https://www.cdc.gov/niosh/docs/2014-103/,https://www.cdc.gov/spanish/niosh/docs/2014-103_sp/,2014-103,,,
Nov 2013,"Current Strategies for Engineering Controls in Nanomaterial Production and Downstream Handling Processes","",https://www.cdc.gov/niosh/docs/2014-102/,,2014-102,PB2014-101380,,
Nov 2013,"Incorporating Judgment and Decisionmaking into Quarterly Mine Escape Training Based on a Mine Fire Scenario","",https://www.cdc.gov/niosh/mining/Works/coversheet1869.html,,2014-101,PB2014-101817,RI 9692,Mining
Nov 2013,"Current Intelligence Bulletin 66: Derivation of Immediately Dangerous to Life or Health (IDLH) Values","",https://www.cdc.gov/niosh/docs/2014-100/,,2014-100,PB2014-100617,,CIB
Nov 2013,"Simple Steps for Creating an Organizational Culture of Health","",https://www.cdc.gov/niosh/docs/video/2013-159/,,2013-159,,,
Sep 2013,"Wildland Fire Fighting: Hot Tips to Stay Safe and Healthy","",https://www.cdc.gov/niosh/docs/2013-158/,https://www.cdc.gov/spanish/niosh/docs/2013-158_sp/,2013-158,,,
Sep 2013,"What&#39;s special about Chemical, Biological, Radiological, and Nuclear (CBRN) air-purifying respirators (APR)?","",https://www.cdc.gov/niosh/docs/2013-157/,,2013-157,,,Fact Sheet
Sep 2013,"What&#39;s special about Chemical, Biological, Radiological, and Nuclear (CBRN) powered air-purifying respirators (PAPR)?","",https://www.cdc.gov/niosh/docs/2013-156/,,2013-156,,,Fact Sheet
Sep 2013,"Work-Related Motor Vehicle Crashes: Preventing Injuries to Young Drivers<br />What Employers Should Know","",https://www.cdc.gov/niosh/docs/2013-153/,https://www.cdc.gov/spanish/niosh/docs/2013-153_sp/,2013-153,PB2014-100523,,Fact Sheet
Sep 2013,"Work-Related Motor Vehicle Crashes: Preventing Injuries to Young Drivers<br />What Parents Should Know","",https://www.cdc.gov/niosh/docs/2013-152/,https://www.cdc.gov/spanish/niosh/docs/2013-152_sp/,2013-152,PB2014-100522,,Fact Sheet
Sep 2013,"Getting optimal performance from a powered air&#8208;purifying respirator (PAPR) depends on the condition of its battery!","",https://www.cdc.gov/niosh/docs/2013-146/,https://www.cdc.gov/spanish/niosh/docs/2013-146_sp/,2013-146,,,Fact Sheet
Aug 2013,"Workplace Violence Prevention for Nurses - CDC Course No. WB1865","",https://www.cdc.gov/niosh/topics/violence/training_nurses.html,,2013-155,,,
Aug 2013,"Health Hazard Evaluation Program: Helping to Eliminate Workplace Health Hazards Video","",https://www.cdc.gov/niosh/docs/video/2013-154/,,2013-154,,,
Aug 2013,"A New Visual Warning System to Reduce Struck-by and Pinning Accidents","",https://www.cdc.gov/niosh/mining/Works/coversheet1868.html,,2013-151,,TN 552,Mining
Aug 2013,"PtD - Mechanical-Electrical Systems - Instructor&#39;s Manual","",https://www.cdc.gov/niosh/docs/2013-134/,,2013-134,,,
Jul 2013,"OSHA/NIOSH Hazard Alert: 1-Bromopropane","",https://www.cdc.gov/niosh/docs/2013-150/,https://www.cdc.gov/spanish/niosh/docs/2013-150_sp/,2013-150,PB2013-110077,,Alert
Jul 2013,"PtD - Structural Steel Design - Instructor&#39;s Manual","",https://www.cdc.gov/niosh/docs/2013-136/,,2013-136,,,
Jul 2013,"PtD - Reinforced Concrete Design - Instructor&#39;s Manual","",https://www.cdc.gov/niosh/docs/2013-135/,,2013-135,,,
Jun 2013,"Respirator Awareness: Your Health May Depend On It<br />Personal Protective Equipment for Healthcare Workers","",https://www.cdc.gov/niosh/docs/2013-138/,https://www.cdc.gov/spanish/niosh/docs/2013-138_sp/,2013-138,,,
Jun 2013,"Simple Solutions for Home Building Workers","",https://www.cdc.gov/niosh/docs/2013-111/,https://www.cdc.gov/spanish/niosh/docs/2013-111_sp/,2013-111,PB2013-108659,,
May 2013,"Straight Talk About Nail Gun Safety","",https://www.cdc.gov/niosh/docs/2013-149/,https://www.cdc.gov/spanish/niosh/docs/2013-149_sp/,2013-149,English: PB2013-108461<br /><br />Spanish: PB2013-108462,,
May 2013,"Understanding the Breathing Gas Capacities (ratings) of Escape Respirators for Mineworker Use","",https://www.cdc.gov/niosh/docs/2013-148/,,2013-148,PB2013-107109,,
May 2013,"Use of Workers&#8217; Compensation Data for Occupational Safety and Health: Proceedings from June 2012 Workshop","",https://www.cdc.gov/niosh/docs/2013-147/,,2013-147,PB2013-107741,,
May 2013,"Health and Safety of Young Workers: Proceedings of a U.S. and Canadian Series of Symposia","",https://www.cdc.gov/niosh/docs/2013-144/,,2013-144,,,
May 2013,"Preventing Heat-related Illness or Death of Outdoor Workers","",https://www.cdc.gov/niosh/docs/wp-solutions/2013-143/,https://www.cdc.gov/spanish/niosh/docs/wp-solutions/2013-143_sp/,2013-143,PB2013-108425,,Workplace Solutions
May 2013,"Promoting Hearing Health among Fire Fighters","",https://www.cdc.gov/niosh/docs/wp-solutions/2013-142/,,2013-142,PB2013-107689,,Workplace Solutions
May 2013,"Occupational Hearing Loss Surveillance","",https://www.cdc.gov/niosh/docs/2013-130/,,2013-130,,,
Apr 2013,"Current Intelligence Bulletin 65: Occupational Exposure to Carbon Nanotubes and Nanofibers","",https://www.cdc.gov/niosh/docs/2013-145/,,2013-145,PB2013-107108,,CIB
Apr 2013,"NIOSH Factsheet","",https://www.cdc.gov/niosh/docs/2013-140/,,2013-140,,,
Apr 2013,"NIOSH Bibliography of Communication and Research Products 2012","",https://www.cdc.gov/niosh/docs/2013-139/,,2013-139,,,
Mar 2013,"A Story of Impact: NIOSH Partners with Organizations and Industry to Reduce Aviation Fatalities in Alaska","",https://www.cdc.gov/niosh/docs/2013-137/,,2013-137,,,Impact
Mar 2013,"PtD - Architectural Design and Construction - Instructor&#39;s Manual","",https://www.cdc.gov/niosh/docs/2013-133/,,2013-133,,,
Mar 2013,"A New Perimeter Control Blast Design Concept for Underground Metal/Nonmetal Drifting Applications","",https://www.cdc.gov/niosh/mining/Works/coversheet1855.html,,2013-129,PB2013-105770,RI 9691,Mining
Feb 2013,"OSHA/NIOSH Hazard Alert: Methylene Chloride Hazards for Bathtub Refinishers","",https://www.cdc.gov/niosh/docs/2013-110/,https://www.cdc.gov/spanish/niosh/docs/2013-110_sp/,2013-110,,,Alert
Jan 2013,"Criteria for a Recommended Standard: Occupational Exposure to Hexavalent Chromium","",https://www.cdc.gov/niosh/docs/2013-128/,,2013-128,PB2013-104690,,Criteria
Jan 2013,"If You Have a MRSA Infection (Correctional Staff)","",https://www.cdc.gov/niosh/docs/2013-126/,,2013-126,,,
Jan 2013,"Sharing Personal Items Can Spread MRSA (Correctional Staff)","",https://www.cdc.gov/niosh/docs/2013-125/,,2013-125,,,
Jan 2013,"MRSA Can Live on High-Touch Surfaces (Correctional Facilities)","",https://www.cdc.gov/niosh/docs/2013-124/,,2013-124,,,
Jan 2013,"Use Personal Protective Equipment (Correctional Staff)","",https://www.cdc.gov/niosh/docs/2013-123/,,2013-123,,,
Jan 2013,"Handle Laundry Safely (Correctional Facilities)","",https://www.cdc.gov/niosh/docs/2013-122/,https://www.cdc.gov/spanish/niosh/docs/2013-122_sp/,2013-122,,,
Jan 2013,"Managers&#39; Checklist for Protecting Correctional Staff from MRSA","",https://www.cdc.gov/niosh/docs/2013-121/,,2013-121,,,
Jan 2013,"Managers: Protect Correctional Staff from MRSA","",https://www.cdc.gov/niosh/docs/2013-120/,,2013-120,,,Fact Sheet
Jan 2013,"What is MRSA? (Correctional Staff)","",https://www.cdc.gov/niosh/docs/2013-119/,,2013-119,,,
Jan 2013,"What is MRSA? (Inmates)","",https://www.cdc.gov/niosh/docs/2013-118/,https://www.cdc.gov/spanish/niosh/docs/2013-118_sp/,2013-118,,,
